land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,wall_fence,room_size,property_value
215,198,3,3,1,0,0,1,0,1,142975
162,158,2,3,0,0,0,0,0,2,98345
416,394,7,4,1,1,1,1,1,2,359742
145,125,1,1,1,0,0,0,0,2,102731
473,420,7,5,1,1,1,1,1,3,371194
128,127,1,1,0,0,0,1,0,0,85841
132,114,2,3,0,1,1,0,0,1,115491
177,161,3,4,0,1,0,1,0,1,141499
268,234,5,2,1,1,1,0,1,2,216301
583,518,7,6,1,1,1,1,1,3,449667
258,239,4,5,1,1,1,0,1,3,199059
248,217,5,4,1,1,1,1,1,2,243707
432,382,6,6,1,1,1,1,1,2,345210
149,130,1,1,1,0,0,0,0,0,90455
122,104,2,1,0,1,0,1,0,3,80785
277,256,4,5,1,1,1,1,1,2,248253
169,157,3,1,1,1,1,0,0,1,122585
455,408,6,4,1,1,1,1,1,3,375863
457,421,7,7,1,1,1,1,1,3,372077
411,372,7,5,1,1,1,1,1,2,364821
202,201,4,3,1,1,1,1,0,3,162484
235,218,4,2,1,1,1,1,1,2,210297
252,232,4,5,1,1,1,1,1,3,211419
283,278,5,3,1,1,1,0,1,3,232895
255,238,4,2,1,1,0,1,1,3,209901
311,283,5,3,1,1,1,0,1,1,247310
282,279,5,3,0,1,1,1,1,2,234954
424,373,7,6,1,1,1,1,1,3,340988
186,163,2,2,0,1,0,0,0,1,121043
320,316,5,2,1,1,1,1,0,2,234493
210,188,3,2,1,0,0,0,0,2,141446
307,263,6,6,0,1,1,1,1,3,265825
162,148,3,4,0,1,0,0,0,1,105012
178,158,3,1,1,0,0,1,1,1,158963
196,189,3,2,1,1,0,0,0,1,130314
284,275,4,3,1,1,1,1,1,3,241101
264,247,4,5,1,1,1,1,0,2,210850
239,235,3,4,0,0,0,0,0,1,210149
358,329,5,4,1,1,1,1,1,1,303522
257,224,5,5,1,1,1,0,1,2,211964
265,252,4,4,1,1,1,1,1,3,248271
239,227,4,4,0,1,1,0,1,2,204066
248,245,4,5,0,1,0,1,1,1,213582
119,112,1,2,0,1,0,0,0,1,99687
281,248,5,2,1,1,0,1,1,2,231734
281,255,4,3,1,1,1,0,1,1,218658
282,276,4,5,0,1,1,1,1,3,244701
195,167,3,3,0,0,0,0,1,2,138699
215,190,4,4,1,1,1,1,1,2,203796
253,235,4,5,1,1,1,1,1,1,193588
357,326,5,3,1,1,1,1,1,1,287864
144,141,1,2,0,0,0,1,0,2,111650
167,163,2,2,1,0,0,1,0,3,110255
234,202,4,5,1,1,1,1,1,2,227386
252,235,4,3,1,1,1,1,1,1,202430
217,206,3,1,1,0,0,1,0,2,154263
185,182,3,4,0,0,0,0,0,1,132269
309,281,4,5,0,1,1,1,1,3,253437
320,301,5,3,1,1,1,1,1,1,260687
251,235,4,2,1,1,1,1,1,2,207501
245,216,4,3,1,1,1,1,1,2,234819
187,168,2,1,1,1,1,0,0,3,179699
203,191,3,2,1,0,1,0,0,2,155699
229,201,4,4,1,1,0,1,1,1,200777
289,249,5,4,1,1,1,1,1,1,251614
302,272,5,5,1,1,1,1,1,3,245225
177,159,2,1,0,1,0,0,1,2,129022
216,210,4,3,1,1,1,1,1,2,195579
320,288,5,4,1,1,1,1,1,1,280584
352,320,5,2,1,1,1,1,1,2,301979
281,276,5,5,1,1,1,1,1,2,264539
172,165,2,1,1,1,1,0,0,1,120204
223,193,3,3,1,0,0,0,0,2,162248
333,291,6,6,1,1,1,0,1,3,274541
143,125,1,2,1,0,0,0,0,2,115524
423,391,6,7,1,1,1,1,1,2,350271
227,207,4,5,1,1,1,1,0,2,179026
191,187,3,1,1,0,1,0,1,1,133199
282,275,5,4,1,1,1,1,1,1,243872
202,181,4,2,1,1,0,1,1,2,162475
303,262,5,4,1,1,1,0,1,1,242807
197,189,3,3,1,0,1,0,1,2,141902
107,96,1,2,0,1,0,0,1,0,71675
196,171,3,1,0,1,0,0,0,2,118981
195,186,4,4,1,1,1,1,0,1,163236
172,161,3,2,1,0,0,0,1,1,132877
155,144,3,4,0,1,0,1,1,2,135525
263,243,4,2,1,1,1,1,1,2,214448
208,188,4,4,1,1,0,1,0,2,155881
198,176,3,3,1,1,1,0,1,1,187375
221,214,4,4,1,1,1,1,1,3,200528
411,353,6,5,1,1,1,1,1,2,320074
147,128,2,3,0,0,0,1,0,1,99550
147,147,2,2,0,0,1,0,0,2,86593
323,314,5,4,1,1,1,1,1,1,275390
433,383,7,5,1,1,1,1,1,3,354330
180,162,2,1,0,0,0,0,0,1,99400
171,162,3,1,0,1,1,0,0,2,129818
438,412,6,6,1,1,1,1,1,2,368133
132,125,2,3,1,1,1,0,0,0,109905
160,159,3,1,1,0,1,0,0,2,135020
327,309,5,4,1,1,1,1,1,3,268555
154,144,3,2,1,0,1,0,1,1,106570
557,517,7,8,1,1,1,1,1,2,482771
166,148,3,2,1,1,0,0,0,2,109429
290,248,5,4,1,1,1,1,1,2,237961
123,107,1,2,0,0,0,0,0,2,63892
236,212,4,2,0,1,1,1,1,1,191801
281,281,4,3,1,1,1,1,0,3,215100
206,194,3,3,1,1,0,1,1,1,175631
207,193,3,4,1,0,1,0,0,1,124251
249,213,4,3,0,1,0,1,1,1,187706
237,202,3,2,0,1,0,0,1,1,161225
275,264,5,3,1,1,1,1,1,3,232783
139,133,2,3,0,0,0,0,1,2,93824
287,256,4,4,1,1,1,1,1,3,251225
233,231,3,1,0,0,0,0,0,1,175605
330,297,5,3,1,1,1,1,1,3,272619
318,312,5,4,1,1,1,1,1,2,259554
270,241,5,3,1,1,1,1,1,1,232418
190,166,4,5,1,1,1,1,1,1,177389
135,123,1,1,0,0,0,0,1,0,69522
127,117,1,1,1,1,0,1,0,0,101395
171,166,2,2,0,0,0,0,0,1,119988
286,279,4,2,1,1,0,1,1,3,222902
510,467,7,8,1,1,1,1,1,3,414311
122,107,1,2,1,1,0,0,0,0,90744
299,275,5,4,1,1,1,1,1,2,245383
167,148,3,4,1,0,0,0,1,1,113652
289,248,5,2,1,1,1,1,0,1,208973
132,121,1,1,1,0,1,0,0,1,96200
316,313,6,5,1,1,1,1,1,2,268128
233,199,5,4,1,1,1,1,1,1,205852
344,299,5,2,1,1,1,1,1,1,290845
197,185,3,3,1,1,0,0,0,2,141219
252,233,4,3,1,1,1,1,1,3,207518
226,209,3,3,1,0,0,0,0,2,140252
166,158,3,3,1,0,0,0,0,2,96912
237,229,5,5,1,1,0,1,1,1,209313
300,298,5,5,1,0,0,1,1,3,251915
285,280,5,5,1,1,1,1,1,3,274409
281,251,4,5,0,1,1,1,0,3,207415
346,303,5,4,1,1,1,1,1,1,296701
234,219,4,5,1,1,1,0,0,1,178896
350,317,6,5,1,1,1,1,1,3,291287
121,107,2,3,1,0,0,0,1,0,100362
187,160,2,1,1,1,1,0,0,2,157190
136,122,1,1,0,0,0,0,0,1,82026
200,177,3,2,1,0,1,0,1,2,182140
252,234,4,3,1,1,1,1,1,3,204986
289,246,4,3,0,1,1,1,1,3,253308
305,268,5,4,1,1,1,1,1,1,255654
210,186,3,4,0,1,1,0,1,1,178649
337,299,5,5,1,1,1,1,1,3,288823
420,416,7,6,1,1,1,1,1,3,348357
140,130,1,1,0,1,0,1,0,1,123057
545,505,7,6,1,1,1,1,1,2,444936
290,282,4,4,1,1,0,0,1,1,211655
270,251,4,2,1,1,0,1,1,3,225627
138,131,2,3,0,0,0,0,1,2,90089
181,173,2,1,0,1,0,0,0,2,141028
489,441,7,6,1,1,1,1,1,2,399838
244,229,4,5,1,1,1,1,1,3,221411
168,165,2,1,0,0,0,0,0,2,108727
286,250,4,2,1,1,1,0,1,3,236998
269,232,5,3,1,1,1,1,1,3,234983
247,239,5,5,1,1,0,1,1,2,221781
319,316,5,3,0,1,1,1,1,1,257521
193,169,3,4,1,1,1,0,1,2,165833
154,151,2,1,1,0,1,0,0,0,106452
225,224,4,2,1,0,1,0,1,2,176020
238,231,4,5,1,1,1,1,1,3,209209
266,232,4,2,1,1,1,1,1,3,237358
105,96,1,2,0,1,0,0,0,2,70208
230,196,4,3,1,1,1,1,1,2,219054
219,187,4,5,0,1,1,0,1,1,168281
307,302,6,6,1,1,1,1,1,3,266600
240,240,4,2,1,0,1,0,1,3,180489
239,221,4,3,1,1,1,1,0,2,197023
290,258,4,3,1,1,0,1,1,2,266564
177,156,2,1,0,0,1,0,0,0,107677
175,167,3,1,1,1,0,0,1,1,132498
210,208,4,2,1,0,1,1,1,1,171695
255,246,4,2,1,1,0,0,1,2,220238
235,221,3,1,1,1,0,1,0,2,192930
185,175,3,1,1,0,0,1,1,2,159727
210,185,4,2,0,1,1,1,1,3,188233
232,223,4,3,1,1,1,1,1,1,199405
536,490,7,5,1,1,1,1,1,3,424672
166,165,2,2,0,0,0,1,0,1,108687
134,115,2,1,1,1,0,0,0,2,76346
308,263,4,2,1,1,1,1,1,1,283026
240,220,5,4,1,1,1,1,1,3,203265
289,252,4,2,1,1,0,0,1,3,237746
136,124,1,2,1,1,1,0,0,0,120148
255,222,5,5,1,1,1,1,1,1,232429
200,184,4,3,1,1,1,1,1,3,194753
213,198,4,5,1,1,1,0,1,2,161179
276,249,4,2,1,1,1,1,1,2,249846
289,247,4,4,1,1,1,1,1,1,254176
309,290,5,4,1,1,1,1,1,3,245463
220,204,3,3,1,1,0,0,1,2,188621
249,248,5,4,1,1,1,1,1,1,238220
123,120,1,1,1,0,0,0,1,0,100237
104,89,1,2,0,0,1,0,0,2,79997
221,197,3,3,0,0,1,0,0,1,156801
302,287,4,5,0,1,0,1,1,2,238507
196,187,3,3,1,0,1,0,0,2,134522
431,413,7,5,1,1,1,1,1,2,358595
205,203,4,3,1,1,0,1,0,2,171196
111,104,1,1,1,1,1,0,0,1,83419
233,200,3,4,1,1,1,0,1,1,168576
298,290,4,3,1,1,1,1,1,3,265472
314,303,6,4,0,1,1,1,1,3,282448
164,145,3,2,1,1,0,1,0,1,130487
135,119,1,2,1,0,0,0,0,1,70774
232,198,5,4,1,1,1,1,1,3,201559
201,183,4,5,1,1,1,1,1,2,173533
468,434,6,6,1,1,1,0,1,3,364133
132,124,1,2,0,0,0,0,0,2,96422
177,170,2,1,0,1,1,0,0,2,114790
123,123,2,1,0,0,0,1,1,2,100286
159,151,2,3,1,1,0,0,0,2,97728
622,584,8,9,1,1,1,1,1,2,471351
174,163,3,4,0,0,1,0,1,1,145544
267,251,4,5,1,1,1,1,0,1,248940
236,207,4,3,1,1,1,1,1,1,217065
224,200,3,4,1,0,1,0,0,2,162931
120,108,1,1,1,1,0,0,0,1,86087
280,276,4,3,1,1,1,1,1,2,231521
527,458,7,6,1,1,1,1,0,2,374997
159,147,3,1,0,1,1,0,0,2,125435
230,205,4,2,1,1,1,1,1,1,208653
222,210,3,3,0,1,0,1,0,2,174580
225,210,4,4,1,1,0,1,1,2,198820
110,105,1,1,0,0,0,0,1,1,89980
280,265,4,2,1,1,1,0,1,3,214594
148,127,1,1,1,1,0,0,0,0,107778
315,302,5,3,1,1,1,1,1,3,268103
112,101,1,1,1,1,0,0,1,0,67507
130,112,2,1,1,1,0,0,0,0,99139
219,201,4,2,1,1,1,1,1,2,198688
192,185,4,5,1,1,1,1,1,2,177965
126,119,1,2,1,0,0,0,0,1,63714
289,263,4,2,0,1,1,1,1,3,246931
322,318,5,5,1,0,1,1,1,2,270197
165,157,2,1,1,0,0,0,0,0,125390
339,297,6,7,1,1,1,1,1,3,291190
190,165,3,4,1,1,0,0,0,1,124063
257,239,4,2,0,1,1,1,1,2,229460
198,189,4,3,1,1,1,0,1,2,158817
273,271,4,3,1,1,1,1,1,3,212769
279,267,4,2,1,1,1,1,1,3,246752
148,132,1,1,1,1,0,0,0,0,87109
167,157,2,3,1,0,0,1,0,2,128504
209,197,3,4,0,1,0,0,0,1,141851
210,198,3,3,0,1,1,0,0,2,151635
347,315,5,3,1,1,1,1,1,1,311616
143,138,1,2,0,0,1,0,0,2,92913
151,150,2,1,0,0,0,0,0,2,94605
214,208,4,2,1,1,1,1,1,3,159570
309,285,4,2,1,1,0,1,1,2,268016
216,214,3,4,1,0,0,0,1,2,170631
156,136,3,2,0,1,1,0,1,2,137517
253,222,4,2,0,1,1,1,1,2,224983
113,109,1,1,0,0,1,0,0,2,88146
151,150,3,2,1,0,1,0,0,1,97175
103,91,1,1,1,0,1,0,0,1,82025
108,106,1,1,1,0,0,0,0,0,61255
195,194,4,3,1,1,1,1,1,1,159682
280,261,4,2,1,1,1,1,1,1,274797
193,192,4,3,1,1,1,1,1,1,181595
277,253,4,5,1,1,1,1,1,3,236647
105,95,1,1,1,0,0,0,0,2,69826
310,300,5,4,1,1,1,1,1,2,285622
324,318,6,4,1,1,1,1,1,3,285295
334,325,6,4,1,1,1,1,1,3,269944
484,460,7,8,1,1,1,1,1,3,389766
135,135,1,1,0,0,0,0,0,2,91574
235,223,3,3,0,1,1,0,0,1,186149
189,176,3,1,1,0,0,0,0,3,116755
228,204,4,5,1,1,1,1,1,1,215501
196,169,3,2,0,0,1,0,0,1,119718
268,265,4,2,1,0,1,0,1,2,214602
237,203,4,3,1,1,1,1,1,1,211385
207,178,4,2,1,1,1,1,1,1,197613
285,245,4,4,0,1,0,1,1,2,227668
303,263,4,2,0,1,0,1,1,2,271686
242,235,5,4,0,1,1,1,1,3,227046
289,283,4,2,1,1,1,0,1,1,233832
136,127,1,1,0,1,0,0,0,2,93953
152,145,3,1,1,0,0,1,0,3,113409
205,200,4,2,1,1,1,1,0,1,183841
308,263,5,5,1,1,1,1,1,3,257483
472,464,8,7,1,1,1,1,1,3,377641
190,173,4,2,1,1,0,1,1,1,160592
500,456,7,4,1,1,1,1,1,3,391679
154,134,3,2,1,1,0,1,0,3,123269
227,194,3,2,1,1,1,0,0,1,149935
237,216,4,4,1,1,1,1,1,3,194025
265,256,5,3,1,1,1,1,1,3,204150
173,150,2,1,0,1,0,0,1,1,133658
163,156,2,3,0,1,0,1,0,0,129025
433,390,7,7,1,1,1,1,1,3,346757
157,151,3,1,1,0,0,0,1,1,110144
417,358,6,4,1,1,1,1,1,3,394438
132,120,2,1,0,1,0,0,0,2,100081
106,104,1,1,1,0,0,0,0,1,70500
129,123,1,1,0,0,0,0,1,1,94044
182,173,3,3,1,0,0,1,0,1,139537
268,240,4,2,1,1,0,1,0,3,182743
262,225,4,3,1,1,1,1,1,1,255162
406,400,6,5,1,1,1,1,1,3,338619
781,727,8,9,1,1,1,1,1,2,631783
214,202,3,4,1,1,0,1,0,2,173578
345,319,5,5,1,1,1,1,0,1,250129
796,692,8,9,1,1,1,1,1,3,609388
457,429,6,4,1,1,1,1,1,3,404608
300,286,6,6,1,1,1,1,1,2,276707
117,114,1,2,0,0,0,0,0,1,73116
215,210,3,2,1,0,0,1,1,2,177369
224,217,3,4,0,0,0,1,1,3,169802
282,253,4,4,1,1,1,0,0,2,220932
213,213,4,5,1,0,0,1,1,3,176820
357,339,5,5,1,1,1,1,1,3,279558
349,345,5,3,1,0,1,1,1,2,286256
293,272,5,5,1,1,1,1,1,2,254490
462,442,7,6,1,1,1,1,1,3,419709
146,146,2,1,0,0,0,1,0,0,122098
302,285,5,5,1,1,1,1,1,3,239309
312,298,5,3,1,1,1,1,1,1,279961
152,149,3,3,1,0,0,1,0,2,140753
284,261,4,2,1,1,1,0,0,2,221542
284,254,4,5,1,1,1,1,0,3,218640
211,203,3,1,0,1,0,0,1,2,148832
493,480,7,4,1,1,1,1,1,2,391585
295,272,4,5,1,1,1,1,1,2,279870
243,237,4,4,0,1,1,1,1,2,196160
296,283,4,2,1,1,1,0,1,1,206467
144,129,1,1,0,0,0,0,1,1,88739
244,235,4,5,1,1,0,1,1,3,173120
231,199,5,3,1,1,0,1,1,2,209983
311,286,5,5,1,1,1,1,1,1,283818
237,225,4,4,1,1,1,1,1,3,196676
232,209,3,3,1,1,0,0,1,2,174543
413,374,6,7,1,1,1,1,1,3,332251
177,172,3,2,1,0,0,1,0,2,126131
256,244,4,3,1,1,1,1,1,3,246178
300,277,4,5,0,1,1,1,0,1,234706
118,113,1,2,1,0,0,0,0,0,66959
187,177,3,2,0,0,0,0,1,3,134959
283,261,4,4,1,1,1,1,1,1,229396
320,309,5,3,1,1,1,0,1,1,263371
410,373,6,5,1,1,1,1,1,2,350533
308,272,4,4,1,1,1,0,1,2,285527
169,152,3,2,0,1,0,1,0,1,135946
353,304,6,4,1,1,1,1,1,2,303836
131,117,1,1,0,0,0,0,0,0,72113
299,275,4,3,0,1,1,1,1,2,274969
499,487,7,7,1,1,1,1,1,2,415960
289,289,5,4,1,1,0,1,1,2,239916
205,194,4,2,0,1,0,1,0,2,159730
115,104,1,1,0,1,0,0,0,0,76838
156,136,3,3,1,0,1,0,1,3,116958
274,270,5,4,0,0,0,1,1,1,211592
140,122,1,1,0,0,0,0,0,0,98193
106,95,1,2,1,0,0,1,0,2,93649
140,136,2,1,0,0,0,1,0,3,104880
164,143,3,4,0,0,1,0,1,1,124024
303,262,5,4,1,1,1,1,1,2,248552
176,156,3,2,0,1,0,0,1,3,143998
160,148,2,1,0,0,0,0,0,0,104759
265,248,4,5,1,1,1,1,1,2,231842
273,254,5,2,1,1,1,1,1,3,231388
100,94,1,2,0,1,0,0,1,2,82262
179,165,2,2,1,1,1,0,0,2,141519
220,210,3,2,1,1,1,0,0,3,165843
295,281,4,5,0,1,1,1,1,1,236607
173,148,3,2,0,1,0,0,0,1,87564
313,301,5,5,1,1,1,1,1,2,280290
271,238,4,2,0,1,1,1,1,2,241445
273,254,5,5,1,1,1,1,1,1,250214
389,370,6,5,1,1,1,1,0,3,274724
222,212,4,2,1,1,0,0,0,3,151581
116,112,1,2,1,0,0,0,0,0,91556
278,270,4,4,0,1,0,0,1,3,223753
278,242,5,3,1,1,1,1,0,2,227346
144,133,2,2,0,1,0,0,0,3,92487
156,135,3,3,1,1,0,1,1,2,152127
591,512,7,7,1,1,1,1,1,2,508573
251,236,5,4,1,1,1,1,1,3,203550
154,150,3,1,1,0,0,0,1,2,111144
277,247,5,2,1,1,1,1,0,3,206205
263,243,4,3,1,1,1,0,0,3,183052
351,312,5,2,1,1,1,1,0,2,267567
332,298,5,4,1,1,1,1,1,1,272443
552,552,8,5,1,1,1,1,1,3,423546
163,162,3,3,1,0,0,0,1,1,129875
174,161,3,2,1,1,0,0,1,3,156074
255,226,4,5,1,1,1,1,1,3,231948
296,257,5,3,1,1,1,1,1,1,241486
229,227,4,5,1,0,1,0,1,1,172652
163,143,3,1,0,1,0,0,0,3,101574
191,179,3,1,0,0,0,0,0,2,151097
255,224,5,3,1,1,1,1,1,2,246763
304,270,5,2,1,1,1,0,1,3,273321
189,175,2,1,0,1,0,0,0,3,135280
241,218,4,5,1,1,1,0,1,3,199570
204,191,4,4,1,1,1,1,1,3,194488
190,183,4,4,1,1,1,1,1,1,164925
231,219,4,4,1,1,1,1,0,3,179475
170,152,2,2,0,1,0,1,0,1,138486
270,268,5,2,1,1,1,1,1,2,259216
168,158,2,2,1,1,0,0,0,3,117533
165,150,3,4,1,0,0,1,0,1,150640
304,288,4,3,1,1,0,1,1,3,247889
288,288,5,3,1,1,1,1,1,1,241531
215,196,4,3,1,1,1,0,1,1,175149
283,270,4,3,1,1,1,1,1,1,271032
320,293,5,5,1,1,1,1,1,1,260696
106,103,1,2,0,0,0,0,0,0,63450
171,165,3,3,1,1,0,0,1,2,148513
263,227,4,2,1,1,1,1,1,1,230242
223,216,4,2,1,1,1,1,1,1,194059
113,97,1,2,0,0,0,0,0,2,81653
136,128,2,3,0,0,0,0,0,1,81560
125,121,1,1,0,0,0,0,1,2,86302
144,126,1,2,0,1,0,0,0,2,98269
127,118,2,2,1,1,0,1,0,1,100412
182,158,3,1,1,1,1,0,1,1,158721
253,228,4,5,1,1,1,1,0,2,205993
219,219,3,1,1,0,1,0,1,2,162263
234,223,4,2,1,1,1,0,0,3,170784
225,193,3,1,1,1,0,0,1,3,164745
190,187,4,4,1,0,1,1,1,1,165189
193,168,4,4,1,1,1,1,1,3,189049
211,189,3,2,1,1,1,0,1,2,189208
375,341,6,6,1,1,1,1,1,2,329089
146,144,2,1,0,0,0,0,0,3,116200
314,284,5,5,0,1,1,0,1,3,237730
211,191,3,2,1,1,0,0,0,1,148234
221,196,4,3,1,1,1,1,1,2,190806
327,291,5,3,1,1,1,1,0,2,257458
139,125,2,3,0,1,1,0,1,3,100470
296,259,4,4,1,1,1,1,0,3,226976
221,201,4,2,1,1,1,1,0,2,206765
246,228,4,5,1,1,1,0,1,3,194351
220,203,4,5,1,1,0,0,1,1,162393
344,298,5,5,1,1,1,1,1,2,283385
366,362,6,5,1,1,1,1,1,3,321920
221,201,3,3,0,0,0,0,0,1,138465
230,197,3,1,1,1,0,0,1,1,177903
191,191,4,2,1,1,0,1,1,2,179701
532,487,7,7,1,1,1,1,1,2,405173
165,143,3,2,1,0,0,1,1,3,135981
401,345,6,7,1,1,1,1,1,3,357313
209,209,4,4,1,0,1,1,1,2,174456
248,241,5,3,1,1,0,1,1,2,254164
190,182,3,3,1,0,0,1,0,2,152169
237,213,5,4,1,1,1,1,1,1,205551
219,211,3,4,1,1,0,0,0,2,163296
254,219,4,5,1,1,1,1,1,2,235428
154,145,2,3,0,1,0,0,0,3,93487
255,225,4,3,1,1,1,1,0,1,186622
288,249,4,5,0,1,1,1,1,1,239737
188,173,2,3,0,1,0,0,0,2,111920
129,119,2,3,1,0,0,1,1,3,131642
201,190,3,4,1,1,0,1,1,1,186630
167,143,3,4,1,1,1,0,1,2,153728
187,166,3,1,0,1,0,0,0,3,139222
397,352,6,6,1,1,1,1,1,2,344437
186,182,3,4,1,0,0,0,1,3,144472
191,165,4,4,1,1,1,0,0,3,155935
336,292,5,4,0,1,1,1,1,2,264104
210,182,4,4,1,1,1,1,1,3,190446
207,202,3,1,1,0,1,0,0,3,146771
263,224,4,4,1,1,1,1,1,2,226980
215,210,3,1,1,0,1,0,0,1,135463
292,264,5,4,1,1,1,1,1,3,238338
220,198,4,2,0,1,0,1,1,3,171828
353,332,5,2,1,1,1,0,1,1,267040
131,123,2,3,0,1,0,0,0,0,89144
356,324,5,5,1,1,1,1,1,1,291963
274,237,4,3,1,1,1,1,1,1,242912
235,224,4,2,1,1,1,1,1,2,205479
341,311,5,5,1,1,1,1,1,3,286901
305,263,4,3,1,1,1,1,0,1,218790
128,128,1,1,0,0,0,0,0,1,87905
188,175,3,2,1,1,0,1,0,2,159239
155,154,3,3,1,0,0,0,0,3,119474
265,237,5,5,1,1,1,1,1,2,235419
257,222,4,4,0,1,1,1,1,3,238742
296,289,5,4,1,1,1,1,1,2,243464
230,230,4,4,1,0,0,1,1,2,226383
202,179,4,3,1,1,1,1,1,2,191186
416,363,7,6,1,1,1,1,1,2,330862
451,401,8,9,1,1,1,1,1,2,382247
226,218,3,2,1,0,1,0,0,3,152001
199,183,3,2,1,1,0,1,1,2,184505
572,461,8,6,1,1,1,1,1,2,464131
214,186,3,2,0,1,1,0,0,3,147941
255,241,5,4,1,1,1,1,1,2,246815
597,542,7,7,1,1,1,1,1,3,465234
296,259,4,4,0,1,1,1,0,2,232358
292,257,4,4,0,1,1,0,1,3,230459
149,135,2,1,0,1,0,0,0,3,92769
290,284,4,2,0,1,0,1,1,2,233826
291,267,4,2,1,1,1,0,1,1,219204
240,223,5,5,1,1,1,1,1,2,242763
232,232,5,5,1,1,1,1,1,1,207944
568,518,7,5,1,1,1,1,1,2,458287
255,230,5,4,1,1,1,1,1,1,256245
247,231,4,4,1,1,1,1,1,1,203473
231,221,3,2,0,0,0,0,1,2,148740
279,263,4,3,1,1,1,1,1,1,239151
339,326,5,5,1,1,1,1,1,2,292839
294,277,5,3,1,1,1,1,1,2,271145
223,205,3,2,1,0,1,0,0,3,166237
171,150,3,4,0,0,1,0,1,2,120224
285,284,4,4,1,1,1,1,1,1,262904
323,322,5,5,1,0,1,1,0,3,236645
238,217,4,5,1,1,1,1,0,1,186850
252,226,4,3,1,1,0,1,1,2,216636
324,278,5,3,1,1,0,0,1,2,238937
661,537,8,8,1,1,1,1,1,2,514819
280,246,4,2,1,1,1,1,1,1,245560
289,272,5,4,1,1,1,1,1,1,264833
237,232,3,4,0,0,0,1,0,3,173065
194,186,3,2,1,1,0,0,1,3,199446
258,248,4,2,1,1,1,1,1,1,211433
436,411,7,4,1,1,1,1,1,3,324680
141,140,2,2,0,0,0,1,1,3,119798
190,190,3,4,1,0,1,0,1,2,162166
266,254,5,5,1,1,1,0,1,2,206584
188,165,3,2,0,1,1,0,0,1,134557
133,127,1,1,1,0,0,0,0,1,66800
233,208,5,5,1,1,1,1,1,3,231696
133,125,2,3,0,1,0,0,1,0,131514
238,219,5,3,0,1,1,1,1,3,199877
138,128,1,2,1,1,0,0,0,0,90425
124,118,1,2,1,0,0,0,0,1,57726
201,183,4,4,1,1,1,1,1,1,197132
192,170,4,5,1,1,1,1,0,1,164197
281,270,5,2,1,1,1,0,1,3,205758
279,279,5,3,1,0,1,1,1,3,232209
106,91,1,2,0,0,0,0,0,1,53720
112,100,1,2,0,1,0,0,0,0,87761
188,162,2,3,0,1,0,0,0,0,119264
211,189,3,2,0,0,0,0,0,3,126905
235,216,4,2,0,1,1,0,1,3,174424
162,150,2,2,0,1,0,0,0,0,104746
123,109,1,1,0,1,0,0,0,1,76782
324,307,5,4,1,1,1,1,1,3,321756
338,331,6,5,1,1,1,1,1,2,296590
183,171,3,2,0,1,0,1,0,2,146795
234,220,4,5,1,1,1,1,1,1,198310
190,185,2,1,0,0,0,1,0,2,126419
237,220,3,2,0,1,0,0,1,1,162373
286,253,5,3,1,1,1,1,1,3,246980
257,232,5,5,1,1,1,1,0,1,197204
402,354,7,5,1,1,1,1,1,3,358098
327,323,5,3,1,0,1,1,1,1,256102
171,146,2,2,1,1,1,0,0,3,105511
230,202,4,2,1,1,1,1,1,1,193905
418,361,6,4,1,1,1,1,1,3,347802
232,222,3,1,0,1,1,0,0,3,189131
230,211,4,3,1,1,1,1,1,2,199069
474,434,7,6,1,1,1,1,1,2,368495
309,275,4,4,1,1,1,1,1,2,259700
230,212,4,4,1,1,1,0,1,1,191702
269,250,5,4,1,1,1,1,1,3,243368
427,396,6,6,1,1,1,1,1,3,339984
169,159,2,3,1,1,0,1,0,0,131656
284,276,5,4,1,1,1,1,1,1,228137
360,357,5,3,1,0,1,1,1,3,295372
148,130,1,2,1,0,0,0,0,1,99444
169,145,3,4,1,0,0,1,1,2,137995
229,222,3,1,1,1,0,1,0,2,184011
291,259,4,5,1,1,1,1,1,2,243769
216,191,4,3,1,1,1,1,1,1,197706
203,191,4,2,1,1,0,1,1,3,172113
213,194,3,3,0,1,0,0,1,3,158811
294,273,5,5,1,1,1,0,1,2,260365
330,288,5,2,1,1,1,1,1,3,268489
264,245,5,2,1,1,0,1,1,3,218986
110,104,1,1,1,0,0,0,0,0,68157
244,237,5,2,1,1,1,1,1,2,219311
398,360,6,7,1,1,1,1,1,2,320560
297,270,4,5,1,1,1,1,1,3,261124
126,121,1,1,0,0,0,0,0,1,79388
446,369,8,9,1,1,1,1,1,3,364786
174,152,2,1,1,1,0,1,0,0,152517
360,319,6,6,1,1,1,1,1,2,293935
396,358,6,6,1,1,1,1,1,3,311763
215,184,3,2,0,1,0,1,1,2,166719
222,207,3,3,1,0,0,0,1,2,178607
215,204,3,1,0,1,0,0,0,2,148442
241,235,4,2,1,1,0,1,0,1,169670
213,192,3,3,0,0,0,1,0,2,172576
224,221,3,1,1,0,0,0,1,3,155042
327,326,5,2,1,1,1,1,1,3,245909
256,244,5,3,1,1,1,0,1,1,191144
258,255,4,2,1,1,1,0,1,1,201714
245,229,4,2,1,1,1,0,0,1,172617
268,267,5,5,1,1,1,1,1,2,226617
